//X,Y,Z,ObjIdx
32.86830139,48.80763626,2.05485249,0.000000
32.95626831,48.30033112,2.04189777,0.000000
33.04316330,47.79939270,2.02919364,0.000000
33.12898254,47.30460739,2.01672792,0.000000
33.21374893,46.81581879,2.00447989,0.000000
33.33103561,46.37950897,1.99446559,0.000000
22.66511726,31.13593674,1.34485686,0.000000
22.72064400,30.81579971,1.33698273,0.000000
22.77552605,30.49935532,1.32925105,0.000000
22.82982445,30.18650246,1.32165408,0.000000
22.88343620,29.87724495,1.31419981,0.000000
22.93648338,29.57140541,1.30687249,0.000000
22.98894501,29.26894379,1.29967284,0.000000
23.04078102,28.96978378,1.29260194,0.000000
23.09212875,28.67386627,1.28565061,0.000000
23.14291000,28.38109398,1.27882504,0.000000
23.19316292,28.09138680,1.27211392,0.000000
23.24287033,27.80470657,1.26552367,0.000000
23.29207039,27.52099609,1.25904787,0.000000
23.34078026,27.24013519,1.25268400,0.000000
23.38898468,26.96208954,1.24643004,0.000000
23.43673706,26.68683624,1.24028373,0.000000
23.48404312,26.41423798,1.23424315,0.000000
23.53079987,26.14423752,1.22830629,0.000000
23.57720566,25.87687492,1.22247612,0.000000
23.62316322,25.61199188,1.21674073,0.000000
23.66861343,25.34960938,1.21110380,0.000000
23.71374893,25.08962822,1.20556331,0.000000
23.75843620,24.83203125,1.20012140,0.000000
23.80269432,24.57669830,1.19476867,0.000000
23.84656143,24.32363319,1.18951082,0.000000
23.89009666,24.07279205,1.18433893,0.000000
23.93322182,23.82408142,1.17926359,0.000000
23.97605324,23.57753944,1.17426634,0.000000
24.01843643,23.33302689,1.16935420,0.000000
24.06046867,23.09054565,1.16452944,0.000000
24.10216713,22.85001945,1.15978789,0.000000
24.14353371,22.61148453,1.15512729,0.000000
24.18462753,22.37480354,1.15054536,0.000000
24.42091751,22.31880760,1.15529692,0.000000
24.79331970,22.38337898,1.16643822,0.000000
25.17296791,22.44917870,1.17783868,0.000000
25.56015587,22.51634789,1.18951535,0.000000
25.95515633,22.58488274,1.20146823,0.000000
26.35814476,22.65474510,1.21370852,0.000000
26.76947212,22.72609329,1.22625029,0.000000
27.18939400,22.79892540,1.23909605,0.000000
27.61818314,22.87322235,1.25226498,0.000000
28.05624962,22.94925690,1.26576042,0.000000
28.50382805,23.02685547,1.27959657,0.000000
28.59853363,22.81673813,1.27758324,0.000000
28.64183617,22.56701088,1.27334809,0.000000
28.68488312,22.31894493,1.26919150,0.000000
28.72761726,22.07244110,1.26510894,0.000000
28.77011681,21.82755852,1.26109862,0.000000
28.81230354,21.58415985,1.25715578,0.000000
28.85425758,21.34230423,1.25329256,0.000000
28.89597511,21.10189438,1.24948967,0.000000
28.93738174,20.86292839,1.24576378,0.000000
28.97859383,20.62542915,1.24210322,0.000000
29.01955032,20.38927650,1.23850822,0.000000
29.06025314,20.15451050,1.23498046,0.000000
29.10074234,19.92103386,1.23151827,0.000000
27.40859222,18.51837921,1.15511012,0.000000
27.44630814,18.30119133,1.15198183,0.000000
27.48376846,18.08519554,1.14890099,0.000000
27.52099609,17.87035179,1.14588618,0.000000
27.55810547,17.65656281,1.14292538,0.000000
27.59496117,17.44394493,1.14002657,0.000000
27.63166046,17.23236275,1.13718319,0.000000
27.66820335,17.02179718,1.13439667,0.000000
27.70451164,16.81230354,1.13166165,0.000000
27.74066353,16.60376930,1.12898493,0.000000
27.77667999,16.39624977,1.12636650,0.000000
27.81250000,16.18964767,1.12379360,0.000000
27.84818268,15.98400402,1.12127805,0.000000
27.88368988,15.77925777,1.11881828,0.000000
27.91902351,15.57540989,1.11640716,0.000000
27.95423698,15.37242126,1.11404634,0.000000
28.24611282,15.30947208,1.12193596,0.000000
28.86150360,15.41617107,1.14262998,0.000000
29.50001907,15.52695274,1.16414034,0.000000
30.16306496,15.64189434,1.18652225,0.000000
30.85214806,15.76140594,1.20983088,0.000000
31.56878853,15.88572216,1.23411584,0.000000
32.31496048,16.01511765,1.25944304,0.000000
33.09238052,16.14992142,1.28588402,0.000000
33.90320206,16.29054642,1.31349885,0.000000
34.09259796,16.12658119,1.31700957,0.000000
34.13323975,15.89199162,1.31481564,0.000000
34.17382813,15.65816402,1.31268191,0.000000
34.21425629,15.42509747,1.31059504,0.000000
34.25453186,15.19277287,1.30857050,0.000000
34.29468536,14.96113205,1.30659664,0.000000
34.33472443,14.73021412,1.30467677,0.000000
34.37470627,14.49992180,1.30281067,0.000000
34.41453171,14.27031231,1.30100191,0.000000
34.45423889,14.04130840,1.29924166,0.000000
34.49382782,13.81294918,1.29753935,0.000000
34.87152100,13.71820259,1.30858064,0.000000
36.02113342,13.91755867,1.34851289,0.000000
37.24337769,14.12953091,1.39102042,0.000000
37.32060623,13.89927673,1.39071047,0.000000
37.36277390,13.65628910,1.38915431,0.000000
37.40482330,13.41378880,1.38765311,0.000000
37.44677734,13.17185497,1.38621056,0.000000
37.48868942,12.93039036,1.38481712,0.000000
37.53042984,12.68943310,1.38347316,0.000000
37.57214737,12.44888687,1.38219237,0.000000
37.61378860,12.20878887,1.38095915,0.000000
37.65538788,11.96914005,1.37978482,0.000000
37.69685364,11.72984314,1.37865841,0.000000
37.73830032,11.49099541,1.37758422,0.000000
37.77966690,11.25244141,1.37656248,0.000000
37.82099533,11.01425743,1.37560236,0.000000
37.86224365,10.77640629,1.37468994,0.000000
37.90345764,10.53886700,1.37382448,0.000000
39.78431702,10.80105400,1.43959105,0.000000
42.62437439,11.29365253,1.53983974,0.000000
45.84052658,11.84728527,1.65338314,0.000000
68.06167603,17.14845657,2.45104265,0.000000
66.82679749,16.40501976,2.40293574,0.000000
66.52732086,15.90226555,2.38864398,0.000000
50.59863281,11.76912117,1.81410825,0.000000
38.74794769,8.76417923,1.38728726,0.000000
38.78935623,8.52539063,1.38688171,0.000000
38.83072281,8.28673840,1.38653159,0.000000
38.87210846,8.04818344,1.38623011,0.000000
38.91345596,7.80972624,1.38598847,0.000000
38.95482254,7.57136679,1.38578331,0.000000
38.99617004,7.33304691,1.38564324,0.000000
39.03747940,7.09480476,1.38554072,0.000000
39.07878876,6.85656214,1.38550317,0.000000
39.12009811,6.61831999,1.38550782,0.000000
39.16142654,6.38007784,1.38557732,0.000000
39.20275116,6.14179659,1.38568819,0.000000
39.24412155,5.90345669,1.38584650,0.000000
39.28544998,5.66505861,1.38606441,0.000000
39.32681656,5.42660141,1.38633454,0.000000
39.36816406,5.18800783,1.38664949,0.000000
39.40956879,4.94931650,1.38702261,0.000000
39.45099640,4.71046877,1.38744140,0.000000
39.65271378,4.48968744,1.39354515,0.000000
39.69437408,4.24953127,1.39407742,0.000000
39.73605347,4.00921869,1.39465880,0.000000
39.77777100,3.76871085,1.39528620,0.000000
39.23746109,3.47636700,1.37556636,0.000000
39.27865219,3.23888659,1.37629175,0.000000
39.31984329,3.00113273,1.37707520,0.000000
39.78363037,2.79277349,1.39268792,0.000000
39.82538986,2.55191398,1.39358330,0.000000
39.86720657,2.31070304,1.39452660,0.000000
39.48533249,2.04720688,1.38070428,0.000000
39.52683640,1.80789053,1.38174796,0.000000
39.56839752,1.56822264,1.38283837,0.000000
39.61001968,1.32816398,1.38398743,0.000000
40.23994064,1.10384762,1.40573692,0.000000
40.28232193,0.85935545,1.40700495,0.000000
40.32482147,0.61445314,1.40833282,0.000000
40.20419693,0.36751953,1.40401578,0.000000
40.24667740,0.12261719,1.40544760,0.000000
40.28925705,-0.12279297,1.40693450,0.000000
44.82964706,-0.40984374,1.56554568,0.000000
44.87714767,-0.68378907,1.56732082,0.000000
44.92476273,-0.95837891,1.56916285,0.000000
44.97251892,-1.23365235,1.57106256,0.000000
45.02038956,-1.50957024,1.57302451,0.000000
45.06835938,-1.78623044,1.57505393,0.000000
45.11644363,-2.06359363,1.57714748,0.000000
45.16470718,-2.34171867,1.57929957,0.000000
45.21306610,-2.62058592,1.58152092,0.000000
45.26158142,-2.90027332,1.58380914,0.000000
45.31021500,-3.18076158,1.58616030,0.000000
45.35898209,-3.46210933,1.58857810,0.000000
44.51261520,-3.67048812,1.55969024,0.000000
43.49146271,-3.85324216,1.52470243,0.000000
43.53857422,-4.12500000,1.52720702,0.000000
43.58583832,-4.39761686,1.52977657,0.000000
43.63330078,-4.67121077,1.53241575,0.000000
43.68095779,-4.94574213,1.53511596,0.000000
43.72871017,-5.22125006,1.53788722,0.000000
43.77666092,-5.49777317,1.54071653,0.000000
43.82476425,-5.77531242,1.54362822,0.000000
43.87312317,-6.05394506,1.54659784,0.000000
43.92158127,-6.33363247,1.54963624,0.000000
43.97031021,-6.61441374,1.55275416,0.000000
44.01919937,-6.89636707,1.55593169,0.000000
44.06834030,-7.17949200,1.55918479,0.000000
50.57630920,-8.55646420,1.79125702,0.000000
50.63310623,-8.88378906,1.79515100,0.000000
50.68687439,-9.21199226,1.79901910,0.000000
50.74412155,-9.54220676,1.80307496,0.000000
50.80165863,-9.87398434,1.80722892,0.000000
50.85947037,-10.20724583,1.81146240,0.000000
50.91753769,-10.54208946,1.81578910,0.000000
50.97585678,-10.87855434,1.82019711,0.000000
51.03454971,-11.21667957,1.82470024,0.000000
51.09345627,-11.55648422,1.82928741,0.000000
51.15269470,-11.89802742,1.83397186,0.000000
51.21222687,-12.24132824,1.83874869,0.000000
51.27210999,-12.58644485,1.84361899,0.000000
51.33228302,-12.93339825,1.84858298,0.000000
51.39277267,-13.28226566,1.85363615,0.000000
51.45363235,-13.63300705,1.85879874,0.000000
51.51480484,-13.98574162,1.86405206,0.000000
51.57634735,-14.34050751,1.86939907,0.000000
51.63822174,-14.69734383,1.87486482,0.000000
51.70048523,-15.05624962,1.88041961,0.000000
51.76308441,-15.41730404,1.88608277,0.000000
51.82609177,-15.78054619,1.89183807,0.000000
51.88949203,-16.14605522,1.89771080,0.000000
51.95330048,-16.51386642,1.90369833,0.000000
52.01745987,-16.88398361,1.90978110,0.000000
52.08208847,-17.25650406,1.91597438,0.000000
52.14708710,-17.63144493,1.92228448,0.000000
52.21257782,-18.00888634,1.92870820,0.000000
52.27847672,-18.38886642,1.93524683,0.000000
52.34484100,-18.77144432,1.94190121,0.000000
52.41164017,-19.15671921,1.94867492,0.000000
52.47894287,-19.54466820,1.95556760,0.000000
52.54667664,-19.93542862,1.96258819,0.000000
52.61492157,-20.32898331,1.96972656,0.000000
52.68368912,-20.72541046,1.97699642,0.000000
52.75296783,-21.12480354,1.98438621,0.000000
52.82275391,-21.52722549,1.99191344,0.000000
52.89308548,-21.93269539,1.99956572,0.000000
52.96394348,-22.34130859,2.00735593,0.000000
53.03538895,-22.75316429,2.01527739,0.000000
53.10736084,-23.16828156,2.02334189,0.000000
53.17995834,-23.58675766,2.03154755,0.000000
53.25310516,-24.00863266,2.03989458,0.000000
53.32687378,-24.43400383,2.04838586,0.000000
53.40132523,-24.86300659,2.05702686,0.000000
53.75726318,-25.42847633,2.07666826,0.000000
53.14234161,-25.53511620,2.05888677,0.000000
52.53792953,-25.63996124,2.04148412,0.000000
51.94364929,-25.74300766,2.02445436,0.000000
51.35915756,-25.84439468,2.00777197,0.000000
50.78423691,-25.94410133,1.99144435,0.000000
50.21849442,-26.04222679,1.97544336,0.000000
49.66169739,-26.13878822,1.95976925,0.000000
49.11376953,-26.23382759,1.94441986,0.000000
48.57431412,-26.32736206,1.92938042,0.000000
48.04312515,-26.41953087,1.91463494,0.000000
47.51988220,-26.51027298,1.90019524,0.000000
47.00453186,-26.59966660,1.88603485,0.000000
46.49675751,-26.68771362,1.87214601,0.000000
45.99640656,-26.77453041,1.85853577,0.000000
45.50324249,-26.86005783,1.84519434,0.000000
45.01710892,-26.94435501,1.83209860,0.000000
44.53777313,-27.02750015,1.81926632,0.000000
44.06507874,-27.10949135,1.80666649,0.000000
43.59890366,-27.19035149,1.79432428,0.000000
43.59162140,-27.55620956,1.80091667,0.000000
43.66441345,-27.97605324,1.81091452,0.000000
43.73808670,-28.40070343,1.82111692,0.000000
43.81253815,-28.83017540,1.83149588,0.000000
43.88790894,-29.26457024,1.84207571,0.000000
43.96413803,-29.70402336,1.85282707,0.000000
44.04124832,-30.14863205,1.86379087,0.000000
44.11925507,-30.59861183,1.87494802,0.000000
44.19826126,-31.05398369,1.88631225,0.000000
44.27824020,-31.51499939,1.89788783,0.000000
44.35918045,-31.98167992,1.90967584,0.000000
44.44113159,-32.45417786,1.92168915,0.000000
56.64695358,-41.89949036,2.46047258,0.000000
56.06546783,-42.00035095,2.44629145,0.000000
55.49054718,-42.10007858,2.43235469,0.000000
54.92210770,-42.19866943,2.41866732,0.000000
54.36007690,-42.29613113,2.40521574,0.000000
53.80418015,-42.39253998,2.39201522,0.000000
53.25433350,-42.48793030,2.37903523,0.000000
52.71043015,-42.58226395,2.36628819,0.000000
52.17238235,-42.67560577,2.35376024,0.000000
51.63988113,-42.76794815,2.34145403,0.000000
51.11288834,-42.85935593,2.32936263,0.000000
50.74429703,-43.07976532,2.32448792,0.000000
50.85332108,-43.70832062,2.34165025,0.000000
50.96398163,-44.34636688,2.35913229,0.000000
